contact_id,account_id,full_name,title,buying_role,email_open_rate,email_reply_count_90d,demo_requested,linkedin_engaged,avg_intent_score,icp_fit_score,trigger_event,existing_customer,contact_converted,true_conversion_prob,funnel_stage,funnel_stage_label
CON-0006623,ACC-002542,Maria Lyons,VP Engineering,technical_validator,0.242,1,False,False,0.66,0.514,none,False,1,0.106,0,MQL
CON-0006624,ACC-002622,Michael Gibson,Paralegal,user_buyer,0.254,1,True,False,0.33,0.388,leadership_change,False,0,0.0879,0,MQL
CON-0006625,ACC-004154,Susan Hansen,Contracts Manager,user_buyer,0.685,0,False,False,0.49500000000000005,0.814,none,False,1,0.3759,1,SQL
CON-0006626,ACC-002075,Christina Thomas,VP Finance,economic_buyer,0.606,3,False,False,0.8866666666666667,0.948,compliance_mandate,False,1,0.9226,3,Closed-Won
CON-0006627,ACC-002396,Richard Allen,HR Coordinator,user_buyer,0.747,0,False,False,0.915,0.589,tech_refresh,False,0,0.622,2,Opportunity
CON-0006628,ACC-002270,David Wheeler,Sales Rep,user_buyer,0.212,2,True,False,0.66,0.645,tech_refresh,False,0,0.3884,1,SQL
CON-0006629,ACC-001263,Christopher Estes,Sales Rep,user_buyer,0.329,0,True,False,1.0,0.814,tech_refresh,False,1,0.7376,2,Opportunity
CON-0006630,ACC-001361,Stanley Wilson,Head of Sales Ops,champion,0.251,2,True,False,0.6,0.869,compliance_mandate,False,1,0.8254,2,Opportunity
CON-0006631,ACC-002276,Alexandra George,VP Engineering,technical_validator,0.379,1,False,False,0.66,0.919,leadership_change,False,1,0.6738,2,Opportunity
CON-0006632,ACC-000897,Rachel Lewis,Director of Operations,champion,0.113,0,False,True,0.49750000000000005,0.506,none,False,0,0.1038,0,MQL
CON-0006633,ACC-003998,Matthew Smith,Director of Operations,champion,0.11,0,True,False,0.49833333333333335,0.993,none,True,0,0.4199,1,SQL
CON-0006634,ACC-000457,Melinda Dean,Director of Operations,champion,0.631,3,False,False,0.44333333333333336,0.852,none,False,0,0.7978,2,Opportunity
CON-0006635,ACC-003995,Chad Ruiz,IT Security Manager,technical_validator,0.158,0,False,False,0.332,0.602,none,False,1,0.1371,0,MQL
CON-0006636,ACC-002891,John Christensen,CISO,technical_validator,0.095,1,False,True,0.5825,0.628,leadership_change,False,0,0.1146,0,MQL
CON-0006637,ACC-000030,Angela Sexton,Legal Ops Manager,champion,0.051,0,True,False,0.264,0.792,tech_refresh,False,0,0.3223,1,SQL
CON-0006638,ACC-001210,Ricky Cox,IT Security Manager,technical_validator,0.276,0,False,False,0.53,0.822,none,False,0,0.308,1,SQL
CON-0006639,ACC-000155,Steven Gardner,Paralegal,user_buyer,0.698,4,False,True,0.8866666666666667,0.67,none,False,1,0.8004,2,Opportunity
CON-0006640,ACC-001891,Scott Garcia,Legal Ops Manager,champion,0.12,0,False,True,0.5533333333333333,0.596,leadership_change,True,0,0.3998,1,SQL
CON-0006641,ACC-003025,Larry Diaz,Contracts Manager,user_buyer,0.308,2,False,False,0.5533333333333333,0.363,none,False,1,0.2932,1,SQL
CON-0006642,ACC-000634,Amy Valencia,Paralegal,user_buyer,0.623,0,False,False,0.53,0.745,none,False,0,0.1766,0,MQL
CON-0006643,ACC-003329,Alejandro Alexander,HR Coordinator,user_buyer,0.315,2,False,False,0.53,0.405,none,False,1,0.5019,1,SQL
CON-0006644,ACC-001413,Patricia Vance,VP Engineering,technical_validator,0.863,3,False,False,0.6633333333333334,0.375,compliance_mandate,False,1,0.6153,2,Opportunity
CON-0006645,ACC-002991,John Roy,Sales Rep,user_buyer,0.506,1,False,False,0.6625000000000001,0.698,none,False,0,0.3053,1,SQL
CON-0006646,ACC-001432,Shawn Lewis,Contracts Manager,user_buyer,0.426,1,False,True,0.665,0.907,none,True,0,0.6488,2,Opportunity
CON-0006647,ACC-004258,Sherry Wiley,Sales Rep,user_buyer,0.34,2,False,False,0.6625,0.807,none,False,1,0.5509,1,SQL
CON-0006648,ACC-002596,Lauren Lane,VP Engineering,technical_validator,0.51,1,True,True,0.732,0.83,tech_refresh,False,0,0.4073,1,SQL
CON-0006649,ACC-003889,Jonathan Torres,CISO,technical_validator,0.283,2,True,True,0.8300000000000001,0.71,none,False,0,0.5124,1,SQL
CON-0006650,ACC-003481,James Butler,VP Procurement,economic_buyer,0.138,0,False,True,0.22,0.965,funding_round,False,1,0.4155,1,SQL
CON-0006651,ACC-004199,Christopher Evans,IT Security Manager,technical_validator,0.505,0,False,False,0.7475,0.586,none,True,1,0.4177,1,SQL
CON-0006652,ACC-002350,Daniel Williams,Director of Operations,champion,0.323,1,False,True,0.49750000000000005,0.804,tech_refresh,True,0,0.3606,1,SQL
CON-0006653,ACC-000545,Eric Juarez,Sales Rep,user_buyer,0.134,1,False,False,0.5940000000000001,0.594,none,False,0,0.1801,0,MQL
CON-0006654,ACC-001075,Dr. Chase Black,Contracts Manager,user_buyer,0.335,2,False,False,0.5516666666666667,0.78,funding_round,False,0,0.401,1,SQL
CON-0006655,ACC-002949,Adam Roberson,CISO,technical_validator,0.152,0,False,False,0.44333333333333336,0.279,none,True,0,0.1597,0,MQL
CON-0006656,ACC-004069,Michele Holland,IT Security Manager,technical_validator,0.242,1,False,False,0.41250000000000003,0.465,funding_round,False,0,0.1067,0,MQL
CON-0006657,ACC-003339,John Gonzalez,Contracts Manager,user_buyer,0.646,4,False,False,0.7462500000000001,1.0,leadership_change,False,0,0.8035,2,Opportunity
CON-0006658,ACC-001478,Anthony Martinez,VP Engineering,technical_validator,0.305,1,False,True,0.6157142857142858,0.253,none,False,0,0.2329,1,SQL
CON-0006659,ACC-003143,Melanie Baker,Head of Sales Ops,champion,0.461,2,True,False,0.8300000000000001,0.88,tech_refresh,False,1,0.7647,2,Opportunity
CON-0006660,ACC-001131,Megan Giles,VP Procurement,economic_buyer,0.537,1,True,False,0.775,0.848,tech_refresh,False,0,0.7952,2,Opportunity
CON-0006661,ACC-004476,Kristen Farley,VP Finance,economic_buyer,0.528,0,True,False,0.665,0.76,funding_round,False,1,0.3065,1,SQL
CON-0006662,ACC-000944,Michael Gonzalez,CFO,economic_buyer,0.335,0,False,False,0.0,0.338,leadership_change,False,0,0.1087,0,MQL
CON-0006663,ACC-003381,Miguel Thompson,Sales Rep,user_buyer,0.292,0,True,False,0.7142857142857143,0.507,none,False,0,0.1491,0,MQL
CON-0006664,ACC-001387,Allen Vargas,CISO,technical_validator,0.445,1,False,False,0.7300000000000001,0.47,none,False,0,0.3968,1,SQL
CON-0006665,ACC-002954,Travis Carter,IT Security Manager,technical_validator,0.261,0,False,False,0.8866666666666667,0.454,none,False,0,0.1226,0,MQL
CON-0006666,ACC-003795,William Cantu,Director of Operations,champion,0.342,0,False,True,0.28285714285714286,0.696,leadership_change,False,0,0.1258,0,MQL
CON-0006667,ACC-002141,Kim Medina,Sales Rep,user_buyer,0.073,0,False,False,0.0,0.814,tech_refresh,False,0,0.0871,0,MQL
CON-0006668,ACC-002375,Charles Oliver,Head of Sales Ops,champion,0.64,2,False,False,0.8866666666666667,0.996,none,True,1,0.8427,2,Opportunity
CON-0006669,ACC-003248,Kathleen Gonzalez,Legal Ops Manager,champion,0.442,1,False,True,0.7200000000000001,0.611,funding_round,False,1,0.5179,1,SQL
CON-0006670,ACC-001726,Amanda Wright,Paralegal,user_buyer,0.517,1,True,False,0.8325,0.839,none,True,1,0.872,2,Opportunity
CON-0006671,ACC-000737,Bobby Cook,HR Coordinator,user_buyer,0.309,1,False,False,0.66,0.563,none,False,0,0.4477,1,SQL
CON-0006672,ACC-000088,Matthew Stanley,Director of Operations,champion,0.267,0,False,False,0.5533333333333333,0.409,none,False,0,0.1393,0,MQL
CON-0006673,ACC-001586,Jonathan Love,IT Security Manager,technical_validator,0.306,2,False,True,0.732,0.843,compliance_mandate,False,1,0.7928,2,Opportunity
CON-0006674,ACC-004460,Shari Peters,HR Coordinator,user_buyer,0.529,1,False,False,0.796,0.614,none,True,1,0.7518,2,Opportunity
CON-0006675,ACC-001066,Joseph Hoffman,VP Engineering,technical_validator,0.623,2,True,True,0.6633333333333333,0.347,tech_refresh,False,1,0.7502,2,Opportunity
CON-0006676,ACC-004524,Donna Edwards,Sales Rep,user_buyer,0.127,2,False,False,0.33,0.887,none,False,1,0.2646,1,SQL
CON-0006677,ACC-001684,Brittany Mccall,VP Engineering,technical_validator,0.431,0,False,False,0.495,0.578,leadership_change,False,1,0.2764,1,SQL
CON-0006678,ACC-000423,Erin Kline,Legal Ops Manager,champion,0.356,0,False,False,0.42571428571428577,0.548,none,False,0,0.2628,1,SQL
CON-0006679,ACC-004145,Melissa Gentry,Paralegal,user_buyer,0.328,1,False,False,0.6225,0.661,funding_round,False,0,0.5387,1,SQL
CON-0006680,ACC-004292,Nathan Conrad,Paralegal,user_buyer,0.666,0,False,False,0.7450000000000001,0.818,funding_round,False,0,0.5105,1,SQL
CON-0006681,ACC-003047,Terri Stevens,VP Engineering,technical_validator,0.106,0,False,False,0.6633333333333334,0.91,tech_refresh,False,0,0.401,1,SQL
CON-0006682,ACC-002340,Cynthia Smith,HR Coordinator,user_buyer,0.667,3,False,True,0.8300000000000001,0.488,none,False,1,0.6179,2,Opportunity
CON-0006683,ACC-000891,Erin Orozco,Legal Ops Manager,champion,0.186,0,False,False,0.5214285714285715,0.922,none,False,0,0.2067,0,MQL
CON-0006684,ACC-002996,Tonya Vance,Contracts Manager,user_buyer,0.807,0,False,True,0.7475,0.767,none,False,0,0.3584,1,SQL
CON-0006685,ACC-004747,Heather Fowler,HR Coordinator,user_buyer,0.234,1,False,False,0.5980000000000001,1.0,compliance_mandate,False,0,0.3436,1,SQL
CON-0006686,ACC-004523,Travis Torres,Head of Sales Ops,champion,0.275,0,True,False,0.8300000000000001,0.943,none,False,1,0.6576,2,Opportunity
CON-0006687,ACC-003577,Brian Wyatt,Sales Rep,user_buyer,0.189,3,False,False,0.7300000000000001,1.0,compliance_mandate,False,1,0.8275,2,Opportunity
CON-0006688,ACC-001590,John Carr,IT Security Manager,technical_validator,0.273,3,False,False,0.915,0.781,funding_round,True,0,0.854,2,Opportunity
CON-0006689,ACC-000356,Thomas Miller,Head of Sales Ops,champion,0.284,1,False,False,0.7733333333333334,0.369,funding_round,False,0,0.1128,0,MQL
CON-0006690,ACC-002500,Carl Perez,Sales Rep,user_buyer,0.547,0,False,False,0.462,0.548,none,False,1,0.3651,1,SQL
CON-0006691,ACC-004705,Norma Mcguire,Director of Operations,champion,0.364,2,False,False,1.0,0.985,none,False,1,0.7613,2,Opportunity
CON-0006692,ACC-001878,Katherine Richardson,Head of Sales Ops,champion,0.842,2,True,False,0.7300000000000001,0.978,none,False,1,0.7781,2,Opportunity
CON-0006693,ACC-000292,Tracy Gutierrez,VP Engineering,technical_validator,0.582,0,False,True,0.5,0.532,none,False,0,0.2998,1,SQL
CON-0006694,ACC-000236,Danielle Williams,Head of Sales Ops,champion,0.259,0,False,False,0.495,0.494,none,False,0,0.2363,1,SQL
CON-0006695,ACC-004164,Eddie Zimmerman,HR Coordinator,user_buyer,0.529,0,False,False,1.0,0.604,none,False,1,0.7066,2,Opportunity
CON-0006696,ACC-004282,Melissa Washington,VP Engineering,technical_validator,0.22,0,False,True,0.332,0.867,tech_refresh,False,0,0.1584,0,MQL
CON-0006697,ACC-003253,Eric Parrish,Contracts Manager,user_buyer,0.25,2,False,False,0.5533333333333333,0.807,leadership_change,True,1,0.7428,2,Opportunity
CON-0006698,ACC-003502,Pam Dyer,VP Engineering,technical_validator,0.379,1,True,False,0.66,0.689,compliance_mandate,False,0,0.455,1,SQL
CON-0006699,ACC-002912,Cynthia Miller,Head of Sales Ops,champion,0.559,0,True,True,0.4975,0.778,leadership_change,False,0,0.7489,2,Opportunity
CON-0006700,ACC-002775,Tonya Alvarez,Contracts Manager,user_buyer,0.246,4,False,False,0.8300000000000001,1.0,none,False,1,0.6403,2,Opportunity
CON-0006701,ACC-004429,Monica Jones,Sales Rep,user_buyer,0.221,2,False,True,0.665,0.858,leadership_change,False,0,0.6256,2,Opportunity
CON-0006702,ACC-000663,Zachary Sanders,Contracts Manager,user_buyer,0.215,1,False,False,0.44,0.452,none,False,0,0.1079,0,MQL
CON-0006703,ACC-003384,Diane Delacruz,VP Procurement,economic_buyer,0.412,1,True,False,0.33,0.414,tech_refresh,False,0,0.1545,0,MQL
CON-0006704,ACC-000170,Dennis Cruz,CFO,economic_buyer,0.315,1,False,False,0.462,0.362,tech_refresh,False,1,0.2849,1,SQL
CON-0006705,ACC-001685,Kathy Haynes,HR Coordinator,user_buyer,0.336,3,False,False,0.495,0.68,none,False,1,0.5402,1,SQL
CON-0006706,ACC-000479,Lisa Cole,Head of Sales Ops,champion,0.223,0,False,False,0.0,0.731,compliance_mandate,False,0,0.2769,1,SQL
CON-0006707,ACC-003259,Tracey Morgan,Paralegal,user_buyer,0.924,2,False,True,0.932,0.394,none,False,1,0.7222,2,Opportunity
CON-0006708,ACC-003274,Vickie Green,VP Finance,economic_buyer,0.524,1,True,False,0.6666666666666666,0.891,none,False,1,0.6259,2,Opportunity
CON-0006709,ACC-001527,Joshua Smith,Director of Operations,champion,0.647,0,False,False,0.7475,0.949,funding_round,False,1,0.5995,2,Opportunity
CON-0006710,ACC-002923,Juan Flores,Head of Sales Ops,champion,0.582,1,True,True,0.7200000000000001,1.0,compliance_mandate,True,1,0.7736,2,Opportunity
CON-0006711,ACC-003125,Jose Zamora,CISO,technical_validator,0.197,1,False,False,0.5144444444444445,0.909,funding_round,False,1,0.5226,1,SQL
CON-0006712,ACC-001575,Debra Bruce,CISO,technical_validator,0.66,0,False,False,0.165,0.419,none,False,1,0.3223,1,SQL
CON-0006713,ACC-004256,Jesus Henry,VP Finance,economic_buyer,0.303,4,False,False,1.0,0.843,funding_round,True,1,0.9108,3,Closed-Won
CON-0006714,ACC-003637,Angelica Reynolds,Contracts Manager,user_buyer,0.268,1,False,False,0.6157142857142858,0.515,none,False,1,0.4134,1,SQL
CON-0006715,ACC-003226,Jessica Olson,Paralegal,user_buyer,0.61,0,False,True,0.6642857142857144,0.897,none,False,0,0.6031,2,Opportunity
CON-0006716,ACC-003168,Joan Allen,IT Security Manager,technical_validator,0.583,2,False,False,1.0,0.724,tech_refresh,True,1,0.924,3,Closed-Won
CON-0006717,ACC-001106,Sabrina Cain,HR Coordinator,user_buyer,0.321,2,False,False,0.5533333333333333,0.042,compliance_mandate,False,0,0.1686,0,MQL
CON-0006718,ACC-004253,John Rodriguez,Director of Operations,champion,0.123,1,False,False,0.2,0.767,none,False,0,0.1102,0,MQL
CON-0006719,ACC-000454,Anna Daniel,Contracts Manager,user_buyer,0.174,2,False,False,0.662,0.545,none,False,0,0.228,0,MQL
CON-0006720,ACC-001641,Jose Tyler,Head of Sales Ops,champion,0.297,2,False,False,0.5800000000000001,0.795,none,False,1,0.6103,2,Opportunity
CON-0006721,ACC-000311,Laura Doyle,Paralegal,user_buyer,0.618,3,False,False,0.7183333333333333,0.661,compliance_mandate,False,1,0.7418,2,Opportunity
CON-0006722,ACC-001199,Christopher Thomas,Legal Ops Manager,champion,0.738,2,False,True,0.665,0.745,leadership_change,False,0,0.5657,1,SQL
CON-0006723,ACC-002602,Emily Hart,Paralegal,user_buyer,0.295,0,False,True,0.5,0.629,funding_round,False,0,0.2891,1,SQL
CON-0006724,ACC-004284,Joanna Roberts,Contracts Manager,user_buyer,0.43,3,False,False,0.7733333333333334,0.652,none,False,0,0.3495,1,SQL
CON-0006725,ACC-003791,Kenneth Miller,Paralegal,user_buyer,0.404,1,False,True,1.0,0.449,compliance_mandate,False,0,0.5623,1,SQL
CON-0006726,ACC-001644,Kimberly Rose,Head of Sales Ops,champion,0.523,0,False,False,0.6625000000000001,0.924,funding_round,False,1,0.5752,1,SQL
CON-0006727,ACC-001365,Bryan Smith,Paralegal,user_buyer,0.315,0,False,False,0.53,0.822,tech_refresh,False,0,0.1057,0,MQL
CON-0006728,ACC-001509,Scott Ashley,CISO,technical_validator,0.614,2,False,False,0.5800000000000001,0.478,none,True,1,0.4637,1,SQL
CON-0006729,ACC-001484,Kristen Hawkins,VP Engineering,technical_validator,0.234,0,False,False,0.7766666666666667,0.782,none,True,0,0.428,1,SQL
CON-0006730,ACC-003028,Jenny Chaney,Chief Legal Officer,economic_buyer,0.846,2,False,False,0.8866666666666667,0.789,funding_round,False,1,0.9033,3,Closed-Won
CON-0006731,ACC-003020,Sharon Thomas,HR Coordinator,user_buyer,0.286,1,False,False,0.6628571428571429,0.47,none,False,0,0.3858,1,SQL
CON-0006732,ACC-002372,Ryan Riddle,Legal Ops Manager,champion,0.192,1,False,False,0.8325,0.145,none,True,1,0.7624,2,Opportunity
CON-0006733,ACC-004797,Brian Patterson,Contracts Manager,user_buyer,0.508,2,False,False,0.8300000000000001,0.947,none,False,0,0.6819,2,Opportunity
CON-0006734,ACC-001077,Tammie Ramos DVM,HR Coordinator,user_buyer,0.284,2,False,True,1.0,0.729,none,False,1,0.8301,2,Opportunity
CON-0006735,ACC-001999,Donna Hood,Sales Rep,user_buyer,0.172,2,True,False,0.665,0.751,funding_round,False,1,0.3378,1,SQL
CON-0006736,ACC-001802,David Martinez,HR Coordinator,user_buyer,0.312,1,False,False,0.7450000000000001,0.429,tech_refresh,False,0,0.4372,1,SQL
CON-0006737,ACC-002983,Carmen Edwards,CISO,technical_validator,0.513,3,False,True,0.798,0.957,funding_round,False,0,0.7452,2,Opportunity
CON-0006738,ACC-001283,Daniel Jackson,Head of Sales Ops,champion,0.812,1,True,False,0.66,0.864,none,True,1,0.9437,3,Closed-Won
CON-0006739,ACC-000045,Ana Miller,Sales Rep,user_buyer,0.653,0,False,False,0.4125,0.424,none,False,0,0.1261,0,MQL
CON-0006740,ACC-004908,James Smith,Contracts Manager,user_buyer,0.623,1,False,False,0.76,0.627,none,False,0,0.8072,2,Opportunity
CON-0006741,ACC-000117,Douglas Stewart,CISO,technical_validator,0.73,0,False,False,0.79,0.751,funding_round,False,1,0.7952,2,Opportunity
CON-0006742,ACC-000885,Nancy Martin,HR Coordinator,user_buyer,0.334,2,False,False,0.66,0.577,none,False,0,0.6363,2,Opportunity
CON-0006743,ACC-000937,Gail Carpenter,CISO,technical_validator,0.398,0,False,False,0.5533333333333333,0.808,none,True,1,0.7355,2,Opportunity
CON-0006744,ACC-001640,Amy Vega,Sales Rep,user_buyer,0.246,0,False,True,0.665,0.796,none,False,0,0.5381,1,SQL
CON-0006745,ACC-003651,Dawn Duke,HR Coordinator,user_buyer,0.421,1,False,False,0.6633333333333334,0.851,none,True,1,0.6424,2,Opportunity
CON-0006746,ACC-000483,Ashley Mendez,VP Engineering,technical_validator,0.491,2,False,True,1.0,0.502,none,False,1,0.7373,2,Opportunity
CON-0006747,ACC-003730,Rebecca Miller,Legal Ops Manager,champion,0.287,0,False,False,0.33,1.0,none,False,0,0.2296,0,MQL
CON-0006748,ACC-003200,Bobby Heath,Sales Rep,user_buyer,0.182,1,True,False,0.2,0.798,none,False,0,0.1579,0,MQL
CON-0006749,ACC-002867,Anthony Gonzalez,VP Finance,economic_buyer,0.64,1,False,False,0.8866666666666667,0.439,compliance_mandate,False,1,0.6303,2,Opportunity
CON-0006750,ACC-004532,Wanda Johnson,CISO,technical_validator,0.624,1,False,False,0.7450000000000001,0.318,none,False,1,0.2951,1,SQL
CON-0006751,ACC-004801,Kara Ryan,Legal Ops Manager,champion,0.069,1,False,True,0.8300000000000001,0.705,none,False,1,0.4369,1,SQL
CON-0006752,ACC-002681,James Taylor,HR Coordinator,user_buyer,0.448,1,False,False,1.0,0.59,none,False,0,0.446,1,SQL
CON-0006753,ACC-003003,Roy Kane,VP Engineering,technical_validator,0.542,2,False,True,0.915,0.647,none,False,1,0.7623,2,Opportunity
CON-0006754,ACC-001037,Samantha Bradshaw,Head of Sales Ops,champion,0.597,0,False,False,0.44,0.517,compliance_mandate,False,1,0.2659,1,SQL
CON-0006755,ACC-001150,Heather Weaver,Chief Legal Officer,economic_buyer,0.682,0,False,False,0.8866666666666667,0.538,funding_round,False,1,0.8082,2,Opportunity
CON-0006756,ACC-000767,Shawn Moore,Paralegal,user_buyer,0.152,1,False,False,0.33,0.739,none,False,0,0.2567,1,SQL
CON-0006757,ACC-003325,Laurie Woods,Sales Rep,user_buyer,0.478,3,True,True,0.66,0.823,none,False,1,0.3403,1,SQL
CON-0006758,ACC-000779,Matthew Gutierrez,Sales Rep,user_buyer,0.375,3,False,False,0.2,0.735,none,False,0,0.5367,1,SQL
CON-0006759,ACC-001840,William Pope,HR Coordinator,user_buyer,0.682,1,False,False,0.7733333333333334,0.997,leadership_change,True,0,0.5509,1,SQL
CON-0006760,ACC-000844,Daniel Lang,Sales Rep,user_buyer,0.72,0,False,False,0.33,0.765,leadership_change,False,0,0.5181,1,SQL
CON-0006761,ACC-004266,Andrew Mcdaniel,CISO,technical_validator,0.454,2,False,False,0.66,0.528,funding_round,False,0,0.4053,1,SQL
CON-0006762,ACC-002693,Jennifer Murphy,VP Procurement,economic_buyer,0.356,0,False,False,0.3866666666666667,0.846,none,False,0,0.4476,1,SQL
CON-0006763,ACC-002389,Robert Brandt,Sales Rep,user_buyer,0.558,0,False,False,1.0,0.464,none,True,1,0.6333,2,Opportunity
CON-0006764,ACC-002114,Linda Edwards,CFO,economic_buyer,0.116,0,False,True,0.198,0.601,none,False,0,0.1399,0,MQL
CON-0006765,ACC-000903,Joshua Harrington,IT Security Manager,technical_validator,0.059,1,True,True,0.5499999999999999,0.844,funding_round,True,0,0.2479,1,SQL
CON-0006766,ACC-001241,Robert Green,Director of Operations,champion,0.48,1,False,False,0.5499999999999999,0.172,tech_refresh,False,0,0.2902,1,SQL
CON-0006767,ACC-004623,Elizabeth Mcfarland,Head of Sales Ops,champion,0.339,1,False,False,0.5980000000000001,0.921,none,False,1,0.7388,2,Opportunity
CON-0006768,ACC-004394,Kathleen Lowery,VP Engineering,technical_validator,0.423,2,False,True,0.6157142857142858,0.831,none,False,1,0.338,1,SQL
CON-0006769,ACC-002374,Beth Harrington,Contracts Manager,user_buyer,0.628,0,False,False,0.41500000000000004,0.783,none,True,1,0.7209,2,Opportunity
CON-0006770,ACC-001423,Kimberly Green,Paralegal,user_buyer,0.363,1,False,False,0.5800000000000001,0.611,funding_round,False,1,0.2263,0,MQL
CON-0006771,ACC-001283,Donna Bell,Head of Sales Ops,champion,0.353,2,False,False,0.8325,0.864,none,True,1,0.7916,2,Opportunity
CON-0006772,ACC-004808,Dr. Jennifer Kim,Sales Rep,user_buyer,0.258,1,False,False,0.44,1.0,none,False,0,0.5429,1,SQL
CON-0006773,ACC-002838,John Kelly,CISO,technical_validator,0.265,1,False,False,0.665,0.914,none,False,0,0.3141,1,SQL
CON-0006774,ACC-001482,David Garza,Director of Operations,champion,0.637,0,True,False,0.8300000000000001,0.384,compliance_mandate,False,1,0.399,1,SQL
CON-0006775,ACC-003207,Kathryn Perez,Contracts Manager,user_buyer,0.559,0,True,True,0.8300000000000001,0.433,compliance_mandate,False,0,0.6028,2,Opportunity
CON-0006776,ACC-003331,Stephanie Torres,Contracts Manager,user_buyer,0.307,2,True,False,0.66,0.527,none,False,0,0.2727,1,SQL
CON-0006777,ACC-000593,Elizabeth Wilson,Director of Operations,champion,0.925,0,False,False,0.8300000000000001,0.624,none,False,1,0.6895,2,Opportunity
CON-0006778,ACC-000046,Dorothy Wallace,Chief Legal Officer,economic_buyer,0.598,2,False,True,0.66,0.459,funding_round,False,1,0.703,2,Opportunity
CON-0006779,ACC-004434,Thomas Stevens,VP Finance,economic_buyer,0.045,0,False,False,0.264,0.506,none,True,0,0.1882,0,MQL
CON-0006780,ACC-001235,Brian Mendoza,CFO,economic_buyer,0.294,0,False,True,0.49750000000000005,0.652,none,False,0,0.1581,0,MQL
CON-0006781,ACC-000463,Jessica Hill,VP Procurement,economic_buyer,0.374,3,False,True,0.915,0.917,funding_round,False,1,0.8438,2,Opportunity
CON-0006782,ACC-000495,Joshua Williams,Sales Rep,user_buyer,0.263,1,False,False,0.385,0.642,leadership_change,False,1,0.4903,1,SQL
CON-0006783,ACC-003814,Omar Bennett,Legal Ops Manager,champion,0.474,1,False,True,0.66,0.765,none,False,0,0.3693,1,SQL
CON-0006784,ACC-001059,Mark Jimenez,Contracts Manager,user_buyer,0.586,0,False,False,0.66,0.888,funding_round,False,1,0.4105,1,SQL
CON-0006785,ACC-002654,Amber Garcia,Contracts Manager,user_buyer,0.672,1,False,False,0.8866666666666667,0.233,none,False,0,0.3997,1,SQL
CON-0006786,ACC-002781,Shane Gibson,CISO,technical_validator,0.539,3,False,False,0.8300000000000001,0.43,none,False,1,0.6256,2,Opportunity
CON-0006787,ACC-002154,Jennifer Lane,Director of Operations,champion,0.74,0,False,True,0.7766666666666667,0.825,leadership_change,False,1,0.6249,2,Opportunity
CON-0006788,ACC-000002,Taylor Alvarez,Director of Operations,champion,0.261,1,False,False,0.75,0.785,none,False,1,0.5407,1,SQL
CON-0006789,ACC-002159,Lauren Hill,CISO,technical_validator,0.264,1,True,True,0.6157142857142858,0.82,funding_round,False,1,0.5847,1,SQL
CON-0006790,ACC-003987,Jennifer Taylor,Director of Operations,champion,0.583,1,False,False,0.49750000000000005,0.703,compliance_mandate,False,1,0.4434,1,SQL
CON-0006791,ACC-001593,David Davis,Legal Ops Manager,champion,0.788,2,False,False,1.0,0.58,tech_refresh,True,1,0.8542,2,Opportunity
CON-0006792,ACC-003824,Joshua Charles,Contracts Manager,user_buyer,0.555,0,True,False,0.665,0.723,none,True,1,0.4962,1,SQL
CON-0006793,ACC-004188,John Contreras,Sales Rep,user_buyer,0.333,1,False,False,0.6083333333333334,1.0,compliance_mandate,False,1,0.61,2,Opportunity
CON-0006794,ACC-002518,Rebecca Lamb,HR Coordinator,user_buyer,0.295,1,False,False,1.0,0.532,none,False,1,0.3584,1,SQL
CON-0006795,ACC-004209,Michelle Pierce,CISO,technical_validator,0.142,1,False,False,0.2,0.582,none,False,0,0.1908,0,MQL
CON-0006796,ACC-002902,Susan Reed,CISO,technical_validator,0.362,2,False,True,0.7766666666666667,0.613,tech_refresh,True,1,0.735,2,Opportunity
CON-0006797,ACC-003407,Jose Parker,Chief Legal Officer,economic_buyer,0.52,1,False,False,0.83125,0.65,none,True,0,0.8398,2,Opportunity
CON-0006798,ACC-001649,Michelle Nichols,Sales Rep,user_buyer,0.817,0,False,False,0.2,0.5,none,False,0,0.1362,0,MQL
CON-0006799,ACC-004992,Lisa Sullivan,HR Coordinator,user_buyer,0.693,1,False,False,0.8640000000000001,0.36,funding_round,True,1,0.5135,1,SQL
CON-0006800,ACC-003004,Angela Peterson,HR Coordinator,user_buyer,0.598,2,True,False,0.2,0.367,tech_refresh,False,0,0.2599,1,SQL
CON-0006801,ACC-001060,Zachary Johnson,VP Engineering,technical_validator,0.051,2,True,False,0.6633333333333333,0.141,compliance_mandate,True,0,0.191,0,MQL
CON-0006802,ACC-002229,Timothy Brown,VP Finance,economic_buyer,0.139,2,False,False,0.664,0.738,none,False,1,0.5102,1,SQL
CON-0006803,ACC-003538,Edward Jones,IT Security Manager,technical_validator,0.574,0,False,False,0.8866666666666667,0.455,none,False,0,0.4774,1,SQL
CON-0006804,ACC-002302,Crystal Hatfield,VP Engineering,technical_validator,0.649,3,False,False,0.7100000000000001,1.0,leadership_change,False,1,0.7067,2,Opportunity
CON-0006805,ACC-002083,Jeanne Pitts,CFO,economic_buyer,0.705,0,False,False,0.8866666666666667,0.305,none,False,1,0.8151,2,Opportunity
CON-0006806,ACC-003953,Jason Humphrey,Paralegal,user_buyer,0.422,2,False,False,0.5800000000000001,0.639,none,False,1,0.6285,2,Opportunity
